"num","title","link","tag1","tag2","tag3","tag4","discount_original_price","discount_final_price","discount_pct","recent_review","all_review","release_date","developer","publisher"
"566","Kingdom Rush","https://store.steampowered.com/app/246420/Kingdom_Rush/?snr=1_1452_1600__104_49","Tower Defense"," Strategy"," Indie"," Singleplayer","10,500 원","10,500 원","0%","Very Positive (30)","Overwhelmingly Positive (3,578)","7 Jan, 2014","Ironhide Game Studio","Ironhide Game Studio"
"567","We Were Here Too","https://store.steampowered.com/app/677160/We_Were_Here_Too/?snr=1_1452_1600__104_49","Puzzle"," Online Co-Op"," Adventure"," Co-op","10,500 원","10,500 원","0%","Very Positive (29)","Mostly Positive (1,029)","2 Feb, 2018","Total Mayhem Games","Total Mayhem Games"
"568","STAR WARS™ Jedi Knight - Jedi Academy™","https://store.steampowered.com/app/6020/STAR_WARS_Jedi_Knight__Jedi_Academy/?snr=1_1452_1600__104_49","Star Wars"," Action"," Sci-fi"," Multiplayer","10,500 원","10,500 원","0%","Very Positive (36)","Very Positive (4,702)","16 Sep, 2003","Raven Software, Aspyr (Mac)","Raven Software"
"569","Kingdoms and Castles","https://store.steampowered.com/app/569480/Kingdoms_and_Castles/?snr=1_1452_1600__104_49","City Builder"," Strategy"," Medieval"," Building","10,500 원","10,500 원","0%","Very Positive (179)","Very Positive (6,367)","21 Jul, 2017","Lion Shield, LLC","Lion Shield, LLC"
"570","Sakura Space","https://store.steampowered.com/app/521500/Sakura_Space/?snr=1_1452_1600__104_49","Nudity"," Sexual Content"," Visual Novel"," Anime","10,500 원","10,500 원","0%","No review","Very Positive (95)","11 Oct, 2016","Winged Cloud","Winged Cloud"
"571","Gurumin: A Monstrous Adventure","https://store.steampowered.com/app/322290/Gurumin_A_Monstrous_Adventure/?snr=1_1452_1600__104_49","Action"," RPG"," Adventure"," Cute","10,500 원","10,500 원","0%","No review","Very Positive (236)","31 Mar, 2015","Nihon Falcom, Mastiff","Mastiff"
"572","Mini Ninjas","https://store.steampowered.com/app/35000/Mini_Ninjas/?snr=1_1452_1600__104_49","Adventure"," Action"," Ninja"," Stealth","10,500 원","10,500 원","0%","Mostly Positive (40)","Very Positive (1,052)","15 Sep, 2009","IO Interactive","IO Interactive"
"573","Saints Row: The Third","https://store.steampowered.com/app/55230/Saints_Row_The_Third/?snr=1_1452_1600__104_49","Open World"," Action"," Comedy"," Third-Person Shooter","10,500 원","10,500 원","0%","Very Positive (278)","Overwhelmingly Positive (28,606)","15 Nov, 2011","Volition","Volition"
"574","Juicy Realm","https://store.steampowered.com/app/732370/Juicy_Realm/?snr=1_1452_1600__104_49","Indie"," Action"," Adventure"," Casual","10,500 원","10,500 원","0%","No review","Mostly Positive (447)","4 May, 2018","SpaceCan","X.D. Network Inc."
"575","Ikaruga","https://store.steampowered.com/app/253750/Ikaruga/?snr=1_1452_1600__104_49","Bullet Hell"," Shoot 'Em Up"," Arcade"," Classic","10,500 원","10,500 원","0%","No review","Overwhelmingly Positive (1,281)","19 Feb, 2014","Treasure","Treasure"
"576","FEZ","https://store.steampowered.com/app/224760/FEZ/?snr=1_1452_1600__104_49","Platformer"," Indie"," Puzzle"," Exploration","10,500 원","10,500 원","0%","Very Positive (28)","Very Positive (7,506)","2 May, 2013","Polytron Corporation","Polytron Corporation"
"577","COLINA: Legacy","https://store.steampowered.com/app/371650/COLINA_Legacy/?snr=1_1452_1600__104_49","Indie"," Psychological Horror"," Survival Horror"," Horror","10,500 원","10,500 원","0%","Very Positive (10)","Positive (48)","14 Sep, 2018","Chance6 Studios, LLC","Chance6 Studios, LLC"
"578","Sakura Angels","https://store.steampowered.com/app/342380/Sakura_Angels/?snr=1_1452_1600__104_49","Nudity"," Anime"," Mature"," Visual Novel","10,500 원","10,500 원","0%","Very Positive (13)","Very Positive (1,459)","17 Jan, 2015","Winged Cloud","Winged Cloud"
